File Name;Type;Creator;Comments;Category;Extension;Dup;Data by Ilan Szekely, Jerusalem
WeatherCenter;APPL;MSTD;Smashin Software;Application/Dup;;Dup;
The Fishin' Hole—Document;MSTK;MSTD;The Fishin' Hole;;;;
WeatherCenter—Document;them;MSTD;WeatherCenter;;;;
Muppets on Stage;APPL;MsTg; ;Application; ; ;
Msounds;MsTg;MsTg;Muppets on Stage;  ; ; ;
Mail-Dienstprogramme;APPL;MsTl; ;Application; ; ;
MYSTIQUE Issue 1;APPL;MSTQ; ;Application; ; ;
Adobe Text Converters—Configuration;$msF;MSTR;  ; ; ; ;
Sound Transporter;APPL;mStr;(Marathon patch);Application/Game; ; ;
TextMaster™;APPL;MSTR; ;Application; ; ;
OmniPage Pro 8 Converter;GCCV;MSTR;TextMaster™;  ; ; ;
PageMill® 3.0 Text Converters;MCCV;MSTR;TextMaster™; ; ; ;
PageMill® 3.0 Text Converters;PCCV;MSTR;TextMaster™; ; ; ;
Stars;APPL;MSTS;  ;Application/Game; ; ;
MacStat;APPL;MSTT;MECC;Application; ; ;
MacStat—Published Edition;edtp;MSTT; ;Published Edition; ; ;
MacStat—Black & White File;GABW;MSTT; ; ; ; ;
MacStat—Color File;GACL;MSTT; ; ; ; ;
MacStat—Settings File;MSCF;MSTT; ;Pref; ; ;
MacStat—Document;MSDF;MSTT; ; ; ; ;
MacStat—Stationary File;sSDF;MSTT; ; ; ; ;
lf to cr;APPL;msTX; ;Application; ; ;
IntelligentDeveloper.Designer;APPL;MSVA; ;Application; ; ;
AnimalClassification;MSVD;MSVA;IntelligentDeveloper.Designer;  ; ; ;
Microsoft C Runtime Library;shlb;MSVC;  ;Shared Library; ; ;
mapsaVR—Settings;m.is;msVR;;; ; ;
 ;****;MSWD;Microsoft Word;Common Creators; ; ;
Word—Monitor Setup 1;8BLT;MSWD;MS Word;  ; ; ;
Microsoft Word ;adrp;MSWD;  ;Alias to file; ; ;
Microsoft Word;APPL;MSWD; ;Application; ; ;
Word settings;BART;MSWD;MS Word; ; ; ;
WORD.DOC;BINA;MSWD;MS Word;Binary;BIN; ;
CK story;cktx;MSWD;MS Word;  ; ; ;
Word—Temporary Swap File;DCFL;MSWD;;;; ;
MS Word Dictionary ?;DCT5;MSWD;MS Word;Dictionary; ; ;
Herp Dictionary;DICT;MSWD;MS Word;Dictionary;DIC; ;
Word edition;edtt;MSWD;MS Word;Subscribed edition; ; ;
Word 5.1—Glossary;GLOS;MSWD;MS Word;  ; ; ;
Word HTML file;HTML;MSWD;MS Word; ; ; ;
MS Word 4.0 Icon Vault;ICVT;MSWD;MS Word;  ; ; ;
Office4.2x Update for Power Mac;INIT;MSWD;MS Word;INIT; ; ;
Word letter;lttr;MSWD;MS Word;  ; ; ;
Word settings;MSMF;MSWD;MS Word; ; ; ;
Word 98—Temporary Working File;PDBN;MSWD;MS Word; ; ; ;
Word settings;pref;MSWD;MS Word;Pref; ; ;
Manual;rsrc;MSWD;MS Word;Resource; ; ;
Word RTF file;RTF ;MSWD;MS Word;Rich Text Format;RTF; ;
Word 6.x—Stationary;s6BN;MSWD;MS Word;  ; ; ;
Word stationery file;s8BN;MSWD;MS Word;; ; ;
Word stationery file;sDBN;MSWD;MS Word;  ;DOT; ;
Word stationery file;sEXT;MSWD;MS Word;Stationary; ; ;
Word 5.1—???;SITD;MSWD;MS Word;Stuffit Deluxe archive;SIT; ;
Word stationery file;sTF ;MSWD;MS Word; ; ; ;
Word stationery file;sTML;MSWD;MS Word; ; ; ;
Word 98—Read Only Stationary File;stro;MSWD;MS Word; ; ; ;
Class_text;TABX;MSWD;MS Word;  ; ; ;
Word text file;TEXT;MSWD;MS Word;Text File;TXT; ;
Word text file;ttro;MSWD;MS Word;Read only text;TXT; ;
Word 6.0/95 file;W6BN;MSWD;MS Word;Word 6 Document;DOC; ;
Word 2001 file;W8BN;MSWD;MS Word;Word Document;DOC; ;
Word 2001 template;W8TN;MSWD;MS Word;Template;DOT; ;
Word 2001 template;W8TW;MSWD;MS Word;Template;DOT; ;
Word 1.x-5.x file;WDBN;MSWD;MS Word;Word Document;DOC; ;
file converter;WDEC;MSWD;MS Word;  ; ; ;
file converter;WDEP;MSWD;MS Word; ; ; ;
graphics filter;WDGC;MSWD;MS Word;  ; ; ;
68K PNG Import;WDGK;MSWD;MS Word; ; ; ;
graphics filter;WDGP;MSWD;MS Word; ; ; ;
Word add-in library;WDIC;MSWD;MS Word;Plug-in Module; ; ;
Word 98—Dynamic Link Library;WDLL;MSWD;MS Word; ; ; ;
Word add-in library;WDP9;MSWD;MS Word;; ; ;
graphics converter;WDPC;MSWD;MS Word;  ; ; ;
Word wizard;WDX9;MSWD;MS Word;; ; ;
Word wizard;WDZ9;MSWD;MS Word;; ; ;
Word help file;WHLP;MSWD;MS Word;Help; ; ;
Word wizard;WIZ!;MSWD;MS Word; ; ; ;
Term doc;WORD;MSWD;MS Word;MacWrite document; ; ;
personal dictionary;WPRD;MSWD;MS Word;  ; ; ;
Word 5.1—Settings File;WSET;MSWD;MS Word;  ; ; ;
Word 6.0/95 template;WTBN;MSWD;MS Word;Word Template;DOT; ;
Word 5.1—Temp File;WTMP;MSWD;MS Word;  ; ; ;
Word—????;WW2 ;MSWD;MS Word;  ; ; ;
Microsoft Works 3.0;APPL;MSWK; ;Application; ; ;
Clients Moteurs Minerve;AWDB;MSWK;MS Works;  ;WDB; ;
MS Works- document;AWDR;MSWK;MS Works;  ; ; ;
MS Works—Spreadsheet;AWSS;MSWK;MS Works;Excel Worksheet;XLS; ;
MS Works3—Word Processing Document;AWWP;MSWK;MS Works;  ;WPS; ;
MS Works—Mail Merge Drawing;DBLT;MSWK;MS Works;; ; ;
MS Works—Mail Merge Database;RBLT;MSWK;MS Works;; ; ;
BORING STUFF;RLRB;MSWK;MS Works;  ; ; ;
MS Works—Mail Merge Spreadsheet;SSLT;MSWK;MS Works;; ; ;
MS Works—Calendar Stationary;sWCL;MSWK;MS Works;; ; ;
MS Works—Database Stationary;sWDB;MSWK;MS Works;  ; ; ;
MS Works- Serial Connection;sWDC;MSWK;MS Works;  ; ; ;
MS Works3—Stationary?;sWDR;MSWK;MS Works;  ; ; ;
MS Works—Spreadsheet Stationary;sWSS;MSWK;MS Works;  ; ; ;
MS Works—Word Processor Stationary;sWWP;MSWK;MS Works;  ; ; ;
Works 4.0—Text File;TEXT;MSWK;MS Works;Text File;TXT; ;
Works 4.0—Preferences;W3PF;MSWK;MS Works;Pref; ; ;
MS Works- Works Balloon Help;WKHP;MSWK;MS Works;Help; ; ;
Conversions;WKIC;MSWK;MS Works;  ; ; ;
MS Works3—Translator file;WXF0;MSWK;MS Works;  ; ; ;
Clock;APPL;MSWL;;Application; ; ;
Windows 3.1;APPL;MsWn; ;Application; ; ;
Mine Sweep;APPL;MSwp; ;Application; ; ;
VBA Preferences;pref;MSWp;  ;Pref; ; ;
Music Writer;APPL;MSWR;  ;Application; ; ;
Music Writer—Document;MWFL;MSWR;Music Writer; ; ; ;
MS Write 1.0—Text File;TEXT;MSWT;MS Write 1.0;Text File;TXT; ;
MS-Write;WDBN;MSWT;MS Write 1.0;Word Document;DOC; ;
Textology;APPL;Msyk; ;Application; ; ;
Macintosh Tips & Tricks, 12/93;APPL;MT&T; ;Application; ; ;
Prometheus;APPL;MT2@; ;Application; ; ;
MarkzTools™ Updater;APPL;MT3U;Markzware Software, Inc.;Application;; ;
Minitab—Document;.MTW;MTab;Minitab;  ; ; ;
Minitab;APPL;MTab; ;Application; ; ;
Minitab—Help;MHLT;MTab;Minitab;  ; ; ;
Minitab—Preferences;MTpf;MTab;Minitab;  ; ; ;
Minitab—????;MW10;MTab;Minitab;  ; ; ;
Minitab—Text Data file;TEXT;MTab;Minitab;Text File;TXT; ;
MiniTrax 1.54;APPL;MTAS;  ;Application/Game; ; ;
Cadenza;Midi;MTAS;MiniTrax;Sound MIDI;MID; ;
Virtual TimeClock 1.8b5;APPL;MTC1; ;Application; ; ;
Time Cards (small screen);TIME;MTC1;Virtual TimeClock;  ; ; ;
MatchCard;APPL;MtCd;  ;Application/Game; ; ;
MatchCard—Deck File;Cdek;MtCd;MatchCard;  ; ; ;
MatchCard—Preferences;Pref;MtCd;MatchCard;Pref; ; ;
MacMatch;APPL;MTCH; ;Application; ; ;
MacTicker;APPL;mTCK;Galleon Software Inc.;Application;; ;
MacTicker—Document;mtFL;mTCK;MacTicker;Pref; ; ;
MacTicker Prefs;PREF;mTCK;MacTicker;Pref; ; ;
MultiClip LITE;APPL;MtCp; ;Application; ; ;
MacTCP DNR;cdev;mtcp; ;Control Panel; ; ;
MacTCP Prep;mtpp;mtcp;MacTCP;  ; ; ;
MacTCP Strip;sdev;mTCP; ;Control Strip Module; ; ;
Mactracker Strip;sdev;MTcs;Ian Page;Control Strip Module;;;
3d Brick Bash! 1.1;APPL;Mtd-;  ;Application/Game; ; ;
3d Paddle Bash! 1.04;APPL;Mtd0;  ;Application/Game; ; ;
Basic Anticipates;NMEs;Mtd0;3d Paddle Bash!;Game; ; ;
Empty Trash;dfil;mtee;Panic Hardware;System 7 DA; ; ;
Terms;TerM;MteR; ;  ; ; ;
Mount Image;APPL;MtFJ; ;Application; ; ;
SysUpdate#1.imag;dImg;MtFJ;Mount Image;Disk Image; ; ;
MathType Server;APPL;MTH2;;Application;; ;
MathType—Server Macros;MSET;MTH2;MathType Server;;; ;
MathType—Design Science Registry;TEXT;MTH2;MathType Server;Text File;TXT; ;
Monty1;APPL;MtHl; ;Application; ; ;
MathType 2.11;APPL;MTHU;  ;Application/Dup; ;Dup;
Nisus Writer Equation Tool 3.0h;APPL;MTHU;  ;Application/Dup; ;Dup;
MathType Help;EHEF;MTHU;MathType;  ; ; ;
MathType/Nisus Equation Tool Macros;MSET;MTHU;MathType;  ; ; ;
MathType—Help;MTHH;MTHU;MathType;  ; ; ;
Balken;PICT;MTHU;MathType;Graphics PICT;PIC; ;
Nisus Equation Tool Preferences;TEXT;MTHU;MathType;Text File;TXT; ;
MathType Helper;APPL;MTHZ;;Application;; ;
MarkzTools™ II 2.7 Updater;APPL;MTII; ;Application; ; ;
Mactella v0.7.0;APPL;MTIL; ;Application; ; ;
Mactella v0.7.0—File List;DNFL;MTIL;Mactella v0.7.0;; ; ;
Mactella—Transfer File;DnFP;MTIL;Mactella v0.7.0;;;;
The Cruncher 1.1 ;APPL;MTK ; ;Application; ; ;
The Cruncher —Document;MTK1;MTK ;The Cruncher;  ; ; ;
The Cruncher —Project File;MTK2;MTK ;The Cruncher;  ; ; ;
The Cruncher —????;MTK3;MTK ;The Cruncher;  ; ; ;
The Cruncher —Art File?;MTK4;MTK ;The Cruncher;  ; ; ;
The Cruncher —Help;MTKH;MTK ;The Cruncher;Help; ; ;
The Cruncher —Preferences;MTKP;MTK ;The Cruncher;Pref; ; ;
The Cruncher —Stationary File;sTK3;MTK ;The Cruncher;  ; ; ;
The Cruncher —Text Import File;TEXT;MTK ;The Cruncher;Text File;TXT; ;
MacInTalk Voices;ttvb;mtk2;MacInTalk;voice; ; ;
MacinTalk 2—Voice File;ttvf;mtk2;MacInTalk;voice; ; ;
Macintalk 3;thng;mtk3;MacInTalk;Extension; ; ;
Macintalk 3—øøøø;ttvb;mtk3;MacInTalk; ; ; ;
MacinTalk Voices;ttvf;mtk3;MacInTalk;voice; ; ;
Talking Eggs;APPL;mtkE; ;Application; ; ;
Codec Information;ccap;mtlk; ; ; ; ;
QTC H245 Library;shlb;mtlk; ;Shared Library; ; ;
QuickTime™ Conferencing;thng;mtlk; ;Extension; ; ;
MediaTools;APPL;MTls; ;Application; ; ;
MacTools 7.6;APPL;MTLS; ;Application; ; ;
MovieTools;APPL;MTlz;PlainTalk Voices;Application; ; ;
MovieTools—Document;MTzB;MTlz;MovieTools;; ; ;
MovieTools—Preferences;Pref;MTlz;MovieTools;Pref; ; ;
MyTime™ 3.5.7;APPL;MTM2; ;Application; ; ;
Mary's Calendar;MTMC;MTM2;MyTimeDemo™;  ; ; ;
MatchMe 1.0;APPL;MtMe; ;Application; ; ;
Math Message;APPL;MtMg; ;Application; ; ;
PhoneWatcher;APPL;MTMS; ;Application; ; ;
PhoneWatcher—Bookmark;BOOK;MTMS;;; ; ;
PhoneWatcher;cdev;MTMS; ;Control Panel; ; ;
PhoneWatcher—Data File;DATA;MTMS;;Data File; ; ;
PhoneWatcher Extension;INIT;MTMS;;INIT; ; ;
Mountain;INIT;MTN ;;INIT; ; ;
Aladdin Tuner™ 3.0;APPL;MTNR;Aladdin System, Inc.;Application/Dup;;Dup;
MacTuner 2.0.8;APPL;MTNR; ;Application/Dup; ;Dup;
Aladdin Tuner™ 3.0—CD Track Database;CDDB;MTNR;Aladdin Tuner™ 3.0;;; ;
Aladdin Tuner™ 3.0—Playlist;LIST;MTNR;Aladdin Tuner™ 3.0;;; ;
Aladdin Tuner™ 3.0—MP3 Format Sound File;PLAY;MTNR;Aladdin Tuner™ 3.0;Sound MP3/play list;MP3; ;
txmt20px;pref;MTNR;MacTuner 2.0.8;Pref; ; ;
MotionSimulator;shlb;MtnS; ;Shared Library; ; ;
Mailto Converter 1.4;APPL;MTOc; ;Application; ; ;
MacToMac;APPL;MtoM; ;Application; ; ;
MTP II Console 1.03;APPL;MTP2; ;Application; ; ;
Master Tracks Pro™ v5.2;APPL;MTPC; ;Application; ; ;
•MountPC;cdev;MTPC;(conflict?);Control Panel; ; ;
Korg T2;DEVC;MTPC;Master Tracks Pro™;  ; ; ;
Master Tracks Pro™ v5.2—MIDI Music file;Midi;MTPC;Master Tracks Pro™;Sound MIDI;MID; ;
PRO5Prefs;MTPP;MTPC;Master Tracks Pro™;  ; ; ;
Master Tracks Pro™ v5.2—Sound file;MTPS;MTPC;Master Tracks Pro™;  ; ; ;
MIDI Time Piece Driver;IDvr;MTPd; ;  ; ; ;
MIDI Time Piece OMS Driver;OMdv;MTPd;Open Music System;  ; ; ;
MTP Emergency;APPL;mtpE; ;Application; ; ;
MTP Emergency (PPC);APPL;MtpE; ;Application; ; ;
mind trinkets;APPL;mTPI;  ;Application/Game; ; ;
The Macintosh Trivia Quiz 1.5;APPL;MTQ¶;Future BASIC demo projects;Application; ; ;
Commenter 1.1.1;TFPK;çmtr; ;  ; ; ;
mtrf;mtrf;mtrf; ;  ; ; ;
MouseTracker 1.0;APPL;MTrk; ;Application; ; ;
MacTrek 1.5;APPL;MTRK; ;Application; ; ;
MiniTerm v2.9.7;APPL;MTRM; ;Application; ; ;
NETLOGON.MTO;MTOB;MTRM;MiniTerm;  ; ; ;
mt.cfg;TEXT;MTRM;MiniTerm;Text File;TXT; ;
Metro 2.5 Application;APPL;MTRO; ;Application; ; ;
Metro—Sound file;BYSQ;MTRO;Metro;  ; ; ;
Metro—Drums File;MDRM;MTRO;Metro;  ; ; ;
Metro 2.5 MIDI-file;Midi;MTRO;Metro;Sound MIDI;MID; ;
Metro 2.5 Patches-file;MPNM;MTRO;Metro;  ; ; ;
Metro 2.5 Prefs;MPRF;MTRO;Metro;  ; ; ;
MouseTrap;APPL;MTRP; ;Application; ; ;
Matrox ProgBios;APPL;MTRX; ;Application; ; ;
Menu Tasker;INIT;MTSK;;INIT; ; ;
Apple Media Conference;APPL;mtsm;Apple™;Application; ; ;
Apple Media Conference—Document;msdf;mtsm;Apple Media Conference;; ; ;
Apple Media Conference—Preferences;pref;mtsm;Apple Media Conference;Pref; ; ;
SoundEffects/MaleVoice Install;APPL;MTSN; ;Application; ; ;
MakeTest 2.1.1—Preferences;****;MTST;MakeTest 2.1.1;;; ;
MakeTest 2.1.1;APPL;MTST;;Application;; ;
MakeTest 2.1.1—Sample Questions 2;MTQD;MTST;MakeTest 2.1.1;;; ;
MakeTest—Test File;MTTD;MTST;MakeTest 2.1.1;;; ;
Quickframe;PFrE;Mtte;Matte for Quickframe;  ; ; ;
MenuTuner;cdev;mTun; ;Control Panel; ; ;
TapeDeck;????;MTV ;Jam Session;  ; ; ;
JamSession 1.0;APPL;MTV ; ;Application; ; ;
Aaoow!;DEWF;MTV ;Jam Session;  ; ; ;
You Really Got Me;jSNG;MTV ;Jam Session;  ; ; ;
Sharp Dressed Man;JSNG;MTV ;Jam Session;  ; ; ;
Title Screen Color;PICT;MTV ;Jam Session;Graphics PICT;PIC; ;
Title Screen;SCEN;MTV ;Jam Session;  ; ; ;
Basic Panel;SSNG;MTV ;Jam Session;  ; ; ;
yep!;ZSNG;MTV ;Jam Session;  ; ; ;
Apple Video Player;adrp;mtv2;  ;Alias to file; ; ;
Apple Video Player;APPL;mtv2;Apple™;Application; ; ;
Video Startup;INIT;mtv2;Apple Video Player;INIT; ; ;
Apple Video Player—Prefs;MTV2;mtv2;Apple Video Player;  ; ; ;
JamPlayer;APPL;MTVP; ;Application; ; ;
Midi Typer;APPL;MTyp; ;Application; ; ;
UAE 0.5.3 FAT;APPL;mUAE;Pref;Application; ; ;
transdisk;bin ;mUAE;UAE;Binary;BIN; ;
MultiCiv;APPL;MuCi; ;Application; ; ;
Courier;APPL;MUCO; ;Application; ; ;
MacUpdate 3.2.5;APPL;mUd3; ;Application; ; ;
MacUpdate 3.2 Prefs;pref;mUd3;MacUpdate ;Pref; ; ;
MacUpdate 3.2.5—Settings;SETs;mUd3;MacUpdate ;  ; ; ;
MacUpdate 3.2.5—Text File;TEXT;mUd3;MacUpdate ;Text File;TXT; ;
MacUpdate;APPL;MUD4; ;Application; ; ;
MacUpdate—Data File;CRIA;MUD4;MacUpdate;  ; ; ;
MacUpdate—Preferences;PREF;mud4;MacUpdate;Pref; ; ;
MacUpdate—Syncronization File;SYNC;MUD4;MacUpdate;  ; ; ;
MUDControl 1.0;APPL;MUDC; ;Application; ; ;
MUDControl—Preferences;PREF;mudC; ;Pref; ; ;
MUDDaemon;appe;MUDD;MUDDaemon;Background Only Application; ; ;
MUDDaemon;APPL;MUDD; ;Application; ; ;
Madness™- RAGE! ;cdev;MUDD; ;Control Panel; ; ;
Methods to your Madness;Mann;MUDD;Madness™ - RAGE! ;  ; ; ;
Menuette;cdev;Muet; ;Control Panel; ; ;
Menuette Icon Library;ILib;Muet;Menuette 2.0;Library; ; ;
Menuette 2.0 Preferences;pref;Muet;Menuette 2.0;Pref; ; ;
Personal Log Menuette Icons;Set2;Muet;Menuette;  ; ; ;
Muff.doc;TEXT;Muff; ;Text File;TXT; ;
Mug Shot Lite™;APPL;MUGL; ;Application; ; ;
Mug Shot;APPL;MUGs; ;Application; ; ;
mu’ HaqwI’;APPL;MUHW;  ;Application; ; ;
MungeImage;APPL;MUIM; ;Application; ; ;
QuickSynth 1.2.5;APPL;MUK7; ;Application; ; ;
MuchoLauncher Eng;APPL;MuLa;;Application;; ;
MuchoLauncher Eng—Preferences;MLp1;MuLa;MuchoLauncher Eng;Pref;; ;
Mulligan's Golf;APPL;MULL; ;Application; ; ;
Mulligan's Golf Personal Preferences;HCPp;MULL;Mulligan's Golf;Pref; ; ;
WebTen—Library;shlb;MUM1;Tenon Intersystems;Shared Library; ; ;
Mach Ten—????; DOT;MUMM;Mach Ten;  ; ; ;
Mach Ten;APPL;MUMM; ;Application; ; ;
WebTen—Binary File;BINA;MUMM;Mach Ten/WebTen;Binary;BIN; ;
WebTen—Binary Block File;BLK ;MUMM;Mach Ten/WebTen;; ; ;
WebTen—Binary Character File;CHR ;MUMM;Mach Ten/WebTen;; ; ;
WebTen—????;FIFO;MUMM;Mach Ten/WebTen;; ; ;
WebTen—????;FSF ;MUMM;Mach Ten/WebTen;; ; ;
WebTen—Hyperlink;HLNK;MUMM;Mach Ten/WebTen;; ; ;
WebTen—Linking File;LINK;MUMM;Mach Ten/WebTen;Link File; ; ;
WebTen—Library File;shlb;MUMM;Mach Ten/WebTen;Shared Library; ; ;
WebTen—Socket File;SOCK;MUMM;Mach Ten/WebTen;; ; ;
WebTen—Text File;TEXT;MUMM;Mach Ten/WebTen;Text File;TXT; ;
Muncher—Preferences;Pref;Munc;;Pref;; ;
SonOMunger;APPL;MUNG; ;Application; ; ;
SonOMunger—Document;TEXT;MUNG;SonOMunger;Text File;TXT; ;
UpdtSrc;APPL;MUpd; ;Application; ; ;
Performer Printer;APPL;MUpr; ;Application; ; ;
 MarkUp 2.0;APPL;MUPR; ;Application; ; ;
Abstractions;FMXT;MurF;Murray Cumming;FileMaker Pro Plug-in;; ;
Address Book;ADDR;MUSA;Musashi;Pref; ; ;
Musashi—Filter;FILT;MUSA;Musashi;Filter; ; ;
Musashi—Group Preferences;GPRF;MUSA;Musashi;pref ; ; ;
Message Index;INDX;MUSA;Musashi;Index; ; ;
Musashi—????;IPMB;MUSA;Musashi;; ; ;
Musashi—????;LATT;MUSA;Musashi;; ; ;
Musashi—Mailbox;MBOX;MUSA;Musashi;; ; ;
TPsys.preferences;pref;MUSA;Musashi;Pref; ; ;
Musashi—Signature File;SIGN;MUSA;Musashi;Pref ; ; ;
Musashi—Text File;TEXT;MUSA;Musashi;Text File;TXT;Dup;
Outgoing Temporary;TEXT;MUSA;Musashi;Text File;TXT;Dup;
Musashi—User Preferences;UPRF;MUSA;Musashi;pref ; ; ;
MusicPaint;APPL;MUSC; ;Application; ; ;
MusicPaint—MacPaint File;PNTG;MUSC;;Graphics MacPaint;MPT; ;
MacUser Security 1.1;APPL;Muse; ;Application; ; ;
Musical Space Invaders v1.0;APPL;MUSG; ;Application; ; ;
Music;APPL;MUSI; ;Application; ; ;
Music Preferences;conf;Musi; ;  ; ; ;
Palace;APPL;mUsr;Palace Client;Application; ; ;
Palace Prop File;mAst;mUsr;Palace;  ; ; ;
Palace Plug-in File;PPAF;mUsr;Palace;  ; ; ;
Palace Sound File;SND ;mUsr;Palace;Sound; ; ;
Mustek F/B Scan;RDEV;MUST;Mustek;Chooser Device; ; ;
AppleScan Addition;PImf;Mut3;document;  ; ; ;
The Mutatron—3D MetaFile;3DMF;Muta;;3D image 3DMF; ; ;
The Mutatron;APPL;Muta; ;Application; ; ;
MuchoThumbs;APPL;MuTh;MuchoSoft Inc.;Application;; ;
MuchoThumbs—Preferences;MuTp;MuTh;MuchoThumbs;Pref ;; ;
MooVer;APPL;MUVR; ;Application; ; ;
MooVer—Folder File;fold;MUVR;MooVer;Folder File; ; ;
MooVer—PICT Animation File;PICS;MUVR;MooVer;Animation PICS; ; ;
MooVer—PICT Format Graphics File;PICT;MUVR;MooVer;Graphics PICT;PIC; ;
MooVer—Preferences;PREF;MUVR;MooVer;Pref; ; ;
MooVer—System 7 Format Sound File;sfil;MUVR;MooVer;Sound System 7; ; ;
MooVer—Preferences;PREF;MUVx;MooVer;Pref; ; ;
FreeMIDI—MIDI Express Driver;IDvr;MUxp; ;  ; ; ;
MV•D Funktionen I 1.0.8;R#+X;Mv#x; ;  ; ; ;
ZMac’s PIXs;cdev;MV00; ;Control Panel; ; ;
Window Manager;cdev;MV01; ;Control Panel; ; ;
CLICK ME!;APPL;Mv03; ;Application; ; ;
Modal Keys;cdev;MV03; ;Control Panel; ; ;
TOM√INIT II;cdev;MV10; ;Control Panel; ; ;
TearOFFs™—Configuration;CnFg;MV10;TOM√INIT II;Pref; ; ;
Dialog Editor;cdev;MV14; ;Control Panel; ; ;
AV Resource Manager Tuner 1.0;INIT;MV15;;INIT; ; ;
AV Turbo ROM;cdev;MV16; ;Control Panel; ; ;
SF Desktop Windows;INIT;MV16;;INIT; ; ;
AV Cache Tuner;INIT;MV17;;INIT; ; ;
Drag'in;cdev;MV19; ;Control Panel; ; ;
Maple;APPL;MV20; ;Application; ; ;
Maple Help;HELP;MV20;Maple;Help; ; ;
maple.ind;INDX;MV20;Maple;Index; ; ;
maple.lib;MLIB;MV20;Maple;  ; ; ;
QuickTour;MVNB;MV20;Maple;  ; ; ;
Pl1TMÜ2;PICT;MV20;Maple;Graphics PICT;PIC; ;
Speed Access;scri;MV20;Speed Doubler 1.3;Script/Extension; ; ;
Movie2Snd;APPL;Mv2S; ;Application; ; ;
Movie2Snd—QuickTime movie;MooV;Mv2S;Movie2Snd;QuickTime Movie;MOV; ;
Maple;APPL;MV30; ;Application; ; ;
Maple Help;HELP;MV30;Maple;Help; ; ;
maple.ind;INDX;MV30;Maple;Index; ; ;
maple.lib;MLIB;MV30;Maple;  ; ; ;
difform.ms;MVNB;MV30;Maple;  ; ; ;
MindExpander*;APPL;MV50; ;Application; ; ;
MindExpander—BinHex Encoded File;BinH;MV50;MindExpander;;; ;
MindExpander—Folder File;fold;MV50;MindExpander;Folder File;; ;
MindExpander—GZIP Archive File;Gzip;MV50;MindExpander;GNU Zip Archive;GZ; ;
MindExpander—MacBinary File;MacB;MV50;MindExpander;;; ;
MindExpander—StuffIt Archive File;SITD;MV50;MindExpander;Stuffit Deluxe archive;SIT; ;
MindExpander—ZIP Archve File;Zip ;MV50;MindExpander;;; ;
Rumors;APPL;Mv99;  ;Application/Game; ; ;
CustomPage;DXTN;mvAW;Acrobat 4.0 Printer Description;Printer Description; ; ;
MacVCD;APPL;mVCD;The Mireth Technology Corporation and Robert Wiebe;Application;;;
MacVCD—QuickTime Format Media File;MooV;mVCD;MacVCD;QuickTime Movie;MOV;;
MacVCR;APPL;Mvcr; ;Application; ; ;
Vegas;APPL;MVEG; ;Application; ; ;
MS MPEG;thng;MVID;Microsoft Corp.;Extension;; ;
MovieInfo;APPL;MVIF; ;Application; ; ;
Director 5 Install;APPL;MVin; ;Application; ; ;
MovieInfo Pro PPC;APPL;MVIp; ;Application; ; ;
MoveIt 1.4 ;APPL;MvIt; ;Application; ; ;
Movie Info Pro;APPL;MVlp; ;Application; ; ;
MovieMachine—QuickTime Media File;MooV;MvMc;;QuickTime Movie;MOV; ;
NetWare Volume Mounter;APPL;MVol; ;Application; ; ;
NetWare Volume Mounter—Server File;DS10;MVol;NetWare Volume Mounter;Novell; ; ;
NetWare Volume Mounter—File Server;DS25;MVol;NetWare Volume Mounter;Novell; ; ;
Asset Manager;APPL;MVP1; ;Application; ; ;
Moving Pictures—Preferences;FSPF;MVPC;;pref ; ; ;
MacVector;APPL;MVTR;Sequence Analysis;Application; ; ;
Move Window;INIT;MvWw;;INIT; ; ;
MouseWorks™ Installer 5.00;APPL;MW->; ;Application; ; ;
Catch The Mac 1.0.1e;APPL;MW!!; ;Application; ; ;
Catch The Mac.gam;MW**;MW!!;Catch The Mac;  ; ; ;
Super Countdown v1.0;APPL;MWΩB; ;Application; ; ;
MotionPaint;APPL;MW√1; ;Application; ; ;
MovieClick;APPL;MW√2; ;Application; ; ;
MovieClick—Number Test;MW∂2;MW√2;MovieClick;;; ;
MovieClick—MC Extension;thng;MW√2;MovieClick;Extension;; ;
SoundMate;APPL;MW√3; ;Application; ; ;
DoSee;sfil;MW√3; ;Sound System 7; ; ;
QuickEdit;APPL;MW√4; ;Application; ; ;
Classys Configurator;MooV;MW√4; ;QuickTime Movie;MOV; ;
QuickMorph;APPL;MW√5; ;Application; ; ;
QuickMorph—Document;MW∂5;MW√5;QuickMorph;;; ;
QuickMorph—Preferences;PREF;MW√5;QuickMorph;Pref;; ;
ClickPlayer;APPL;MW√7; ;Application; ; ;
Personal XPLAIN 1.0;APPL;mwAN; ;Application; ; ;
Animator—Asset File;ASET;MWAN;Animator;; ; ;
Animator—PICT Animation File;PICS;MWAN;Animator;Animation PICS; ; ;
Animator—PICT Format Graphics File;PICT;MWAN;Animator;Graphics PICT;PIC; ;
Animator—Preferences;PREF;MWAN;Animator;Pref; ; ;
Warlock;APPL;MWAR; ;Application; ; ;
MacWAIS 1.29;APPL;MWAS; ;Application; ; ;
EINet Shareware ;MWSQ;MWAS;MacWais;  ; ; ;
MacWAIS—Directory of Servers;MWSS;MWAS;MacWAIS;  ; ; ;
MacWAIS—Preferences;pref;MWAS;MacWAIS;Pref; ; ;
